product,author,stars,sentiment,tags,free_text,clean_text,processed_text,tokens_lemma
moisturizer,m*****j,5,positive,{},"Fast absorbed on my face. Love the texture, so light and smooth. Recommended.",fast absorbed on my face love the texture so light and smooth recommended,fast absorbed face love texture light smooth recommended,"['fast', 'absorbed', 'face', 'love', 'texture', 'light', 'smooth', 'recommended']"
moisturizer,.*****.,5,positive,{},"Yesterday afternoon place order, today already received. Good job seller 👍 Very efficient shipment and delivery 👏   This product provide sufficient moisture to skin, absorbs fast, and will not lead to growing pimple.",yesterday afternoon place order today already received good job seller very efficient shipment and delivery this product provide sufficient moisture to skin absorbs fast and will not lead to growing pimple,yesterday afternoon place today already good job efficient shipment provide sufficient moisture skin absorbs fast lead growing pimple,"['yesterday', 'afternoon', 'place', 'today', 'already', 'good', 'job', 'efficient', 'shipment', 'provide', 'sufficient', 'moisture', 'skin', 'absorbs', 'fast', 'lead', 'growing', 'pimple']"
moisturizer,s*****n,5,positive,"{'Skin Suitability': 'dry skin', 'Effectiveness': 'good'}","Placed order on 1/1/2026, Received on 6/1/2026 at Sandakan, Sabah. Bought this during sales on the first day of the year with a cheaper price of less than RM50 😁  I have been using this skintific moisturizer for 1 year, I like the glowing effect 😁 Initially I bought 30g, then 80g and now 100g. This is the first time I buy 100g as previously the largest size available is 80g only,  this 100g is new size added recently.  The expiry date is still far on 23/7/2029😁",placed order on received on at sandakan sabah bought this during sales on the first day of the year with a cheaper price of less than rm i have been using this skintific moisturizer for year i like the glowing effect initially i bought g then g and now g this is the first time i buy g as previously the largest size available is g only this g is new size added recently the expiry date is still far on,placed sandakan sabah sale day year cheaper less moisturizer year like glowing effect initially previously largest size available new size added recently expiry date far,"['placed', 'sandakan', 'sabah', 'sale', 'day', 'year', 'cheaper', 'less', 'moisturizer', 'year', 'like', 'glowing', 'effect', 'initially', 'previously', 'largest', 'size', 'available', 'new', 'size', 'added', 'recently', 'expiry', 'date', 'far']"
moisturizer,a*****d,5,positive,"{'Absorption': 'very absorb', 'Skin Suitability': 'very suitable.  u have a very dry skin. after using this for 2 tubs already i can see my skin is getting better and hydrate.'}",u have a very dry skin. after using this for 2 tubs already i can see my skin is getting better and hydrate.,u have a very dry skin after using this for tubs already i can see my skin is getting better and hydrate,dry skin tub already see skin getting better hydrate,"['dry', 'skin', 'tub', 'already', 'see', 'skin', 'getting', 'better', 'hydrate']"
moisturizer,ahmadfadzils,5,positive,{},Received immediately the following day after ordering. The price was definitely very reasonable. The moisturizer absorbs quickly and leaves my skin feeling light.,received immediately the following day after ordering the price was definitely very reasonable the moisturizer absorbs quickly and leaves my skin feeling light,immediately following day ordering definitely reasonable moisturizer absorbs quickly leaf skin feeling light,"['immediately', 'following', 'day', 'ordering', 'definitely', 'reasonable', 'moisturizer', 'absorbs', 'quickly', 'leaf', 'skin', 'feeling', 'light']"
moisturizer,t*****3,5,positive,{},I have somewhat sensitive skin but this product works fine with my skin. Looks premium. I thought it was bigger in size. Only about the palm of my hand. Have been using it for about a week. My skin does feel a bit smoother and less oily than before.,i have somewhat sensitive skin but this product works fine with my skin looks premium i thought it was bigger in size only about the palm of my hand have been using it for about a week my skin does feel a bit smoother and less oily than before,somewhat sensitive skin work fine skin look premium thought bigger size palm hand week skin feel bit smoother less oily,"['somewhat', 'sensitive', 'skin', 'work', 'fine', 'skin', 'look', 'premium', 'thought', 'bigger', 'size', 'palm', 'hand', 'week', 'skin', 'feel', 'bit', 'smoother', 'less', 'oily']"
moisturizer,n*****n,5,positive,"{'Skin Suitability': ""it's suitable with my skin combine dry-oily.""}",Easily absorb. I'm always use this cream during night.,easily absorb i m always use this cream during night,easily absorb always cream night,"['easily', 'absorb', 'always', 'cream', 'night']"
moisturizer,shakilazen92,5,positive,"{'Skin Suitability': 'dry skin', 'Absorption': 'super fast'}",I use this moisturiser since last year and a repeated customer. Very smooth and easily absorbed into skin.,i use this moisturiser since last year and a repeated customer very smooth and easily absorbed into skin,moisturiser since last year repeated customer smooth easily absorbed skin,"['moisturiser', 'since', 'last', 'year', 'repeated', 'customer', 'smooth', 'easily', 'absorbed', 'skin']"
moisturizer,i*****w,5,positive,"{'Absorption': 'fast', 'Skin Suitability': 'good'}",Really takes away the redness on my skin almost immediately especially the active inflammation around my active acne.   Only thing is it contains silicones,really takes away the redness on my skin almost immediately especially the active inflammation around my active acne only thing is it contains silicones,take away redness skin almost immediately especially active inflammation around active acne thing contains silicone,"['take', 'away', 'redness', 'skin', 'almost', 'immediately', 'especially', 'active', 'inflammation', 'around', 'active', 'acne', 'thing', 'contains', 'silicone']"
moisturizer,n*****r,5,positive,"{'Absorption': 'fast', 'Skin Suitability': 'dry skin'}","I have a dry skin, this is the only moisturizer i can use without getting my foundation crack. Have good and fast absorption, it is gel like. The 80g bottle worth more than the 30g and last around 2 months i think. It’s very hard to know if it’s about to finish or not bcs the bottle is opaque.",i have a dry skin this is the only moisturizer i can use without getting my foundation crack have good and fast absorption it is gel like the g bottle worth more than the g and last around months i think it s very hard to know if it s about to finish or not bcs the bottle is opaque,dry skin moisturizer without getting foundation crack good fast absorption gel like bottle worth last around month think hard know finish bcs bottle opaque,"['dry', 'skin', 'moisturizer', 'without', 'getting', 'foundation', 'crack', 'good', 'fast', 'absorption', 'gel', 'like', 'bottle', 'worth', 'last', 'around', 'month', 'think', 'hard', 'know', 'finish', 'bcs', 'bottle', 'opaque']"
moisturizer,p*****a,5,positive,"{'Skin Suitability': 'great', 'Absorption': 'great'}","Very moisture and absorp fast, good to have big bottle now",very moisture and absorp fast good to have big bottle now,moisture absorp fast good big bottle,"['moisture', 'absorp', 'fast', 'good', 'big', 'bottle']"
moisturizer,k*****a,5,positive,{},Fast delivery as usual Texture is light and moisture Is good,as usual texture is light and moisture is good,usual texture light moisture good,"['usual', 'texture', 'light', 'moisture', 'good']"
moisturizer,p*****4,5,positive,{},Very moisturizing yet lightweight. Absorbs quickly without feeling sticky. My skin feels calmer and more hydrated after use.,very moisturizing yet lightweight absorbs quickly without feeling sticky my skin feels calmer and more hydrated after use,moisturizing yet lightweight absorbs quickly without feeling sticky skin feel calmer hydrated,"['moisturizing', 'yet', 'lightweight', 'absorbs', 'quickly', 'without', 'feeling', 'sticky', 'skin', 'feel', 'calmer', 'hydrated']"
moisturizer,m*****d,5,positive,"{'Absorption': 'well absorbed and no oily residue on the skin', 'Skin Suitability': 'suitable for my dry skin'}",First-time buying this product from China for my wife. Suitable for her dry skin and she enjoys using it. Recommended products and seller. Will buy again in the future.,first time buying this product from china for my wife suitable for her dry skin and she enjoys using it recommended products and seller will buy again in the future,buying china wife suitable dry skin enjoys recommended product future,"['buying', 'china', 'wife', 'suitable', 'dry', 'skin', 'enjoys', 'recommended', 'product', 'future']"
moisturizer,m*****3,5,positive,{},"Brought a small bottle before, good to use. Fast adsorption , no greasy but moisture and soft after apply.  Repeat buy bigger bottle.",brought a small bottle before good to use fast adsorption no greasy but moisture and soft after apply repeat buy bigger bottle,brought small bottle good fast adsorption greasy moisture soft apply repeat bigger bottle,"['brought', 'small', 'bottle', 'good', 'fast', 'adsorption', 'greasy', 'moisture', 'soft', 'apply', 'repeat', 'bigger', 'bottle']"
moisturizer,l*****t,5,positive,{},"Done receive. All in good condition and function as well. Very good price and save money. Good quality and fast delivery. Can repeat again, tq sellerr !!",done receive all in good condition and function as well very good price and save money good quality and can repeat again r,done receive good condition function well good save money good quality repeat,"['done', 'receive', 'good', 'condition', 'function', 'well', 'good', 'save', 'money', 'good', 'quality', 'repeat']"
moisturizer,k*****i,5,positive,"{'Skin Suitability': 'very suitable to dry skin', 'Absorption': 'very good'}","Very good to dry skin, bought this again many times",very good to dry skin bought this again many times,good dry skin many time,"['good', 'dry', 'skin', 'many', 'time']"
moisturizer,m*****o,5,positive,{},Packed neatly. Have repeat order for the fourth time. The effect is just average. But cause any serious issue on my skin.,packed neatly have repeat order for the fourth time the effect is just average but cause any serious issue on my skin,packed neatly repeat fourth effect average cause serious issue skin,"['packed', 'neatly', 'repeat', 'fourth', 'effect', 'average', 'cause', 'serious', 'issue', 'skin']"
moisturizer,u*****i,5,positive,"{'Texture': 'lightweight and fast absorb.', 'Skin Type': 'not sure.  item received faster in good condition with well packaging.'}",item received faster in good condition with well packaging. Smoothly and fast to absorb .,faster in good condition with well packaging smoothly and fast to absorb,faster good condition well smoothly fast absorb,"['faster', 'good', 'condition', 'well', 'smoothly', 'fast', 'absorb']"
moisturizer,chien0228,5,positive,{},Good product 👍👍👍👍 good quality 👍👍👍buy many time from this brand already 👍will keep buying,good product good quality buy many time from this brand already will keep buying,good good quality many brand already keep buying,"['good', 'good', 'quality', 'many', 'brand', 'already', 'keep', 'buying']"
moisturizer,fwj5cg16xq,5,positive,"{'Texture': 'moisture is good', 'Skin Type': 'okay for combination skin'}",Parcel received safely. All item are good.Recommendell and will buy again.Tq seller.,parcel received safely all item are good recommendell and will buy again,safely good recommendell,"['safely', 'good', 'recommendell']"
moisturizer,s*****g,5,positive,{},"Fast delivery. Fast absorption and moisture, easy to use and no oily",fast absorption and moisture easy to use and no oily,fast absorption moisture easy oily,"['fast', 'absorption', 'moisture', 'easy', 'oily']"
moisturizer,evon7871,5,positive,{},Received in good condition fast delivery 2days received been order with this seller few times thanks seller,received in good condition days received been order with this seller few times thanks seller,good condition day time thanks,"['good', 'condition', 'day', 'time', 'thanks']"
moisturizer,c*****_,5,positive,"{'Absorption': 'good', 'Skin Suitability': 'i have combination skin.'}",Skin Suitability:i have combination skin. Texture slightly greasy for me hence I think will be great as night moisturizer,skin suitability i have combination skin texture slightly greasy for me hence i think will be great as night moisturizer,skin suitability combination skin texture slightly greasy hence think great night moisturizer,"['skin', 'suitability', 'combination', 'skin', 'texture', 'slightly', 'greasy', 'hence', 'think', 'great', 'night', 'moisturizer']"
moisturizer,nadzirahm,5,positive,{},"Thank you so much seller, item received in good condition. Good seller 👍🏻",thank you so much seller in good condition good seller,good condition good,"['good', 'condition', 'good']"
moisturizer,l*****k,5,positive,"{'Skin Suitability': 'good', 'Absorption': 'good'}",Bought the trial pack and had to instantly get this. So light and moisturising. Not oily. Item was well packed and fast delivery. Thank you!,bought the trial pack and had to instantly get this so light and moisturising not oily item was and thank you,trial pack instantly light moisturising oily,"['trial', 'pack', 'instantly', 'light', 'moisturising', 'oily']"
moisturizer,h*****i,5,positive,"{'Absorption': 'very good', 'Skin Suitability': 'all skin types'}",Penghantaran pantas. Save and fast delivery. Thanks for the best products. Baru nak try. Orang kata bagus. Dah apply dekat tangan bestttt. Will repeat order. 👍🏻👍🏻👍🏻,penghantaran pantas save and thanks for the best products baru nak try orang kata bagus dah apply dekat tangan bestttt will repeat order,penghantaran pantas save thanks best product baru nak try orang kata bagus dah apply dekat tangan bestttt repeat,"['penghantaran', 'pantas', 'save', 'thanks', 'best', 'product', 'baru', 'nak', 'try', 'orang', 'kata', 'bagus', 'dah', 'apply', 'dekat', 'tangan', 'bestttt', 'repeat']"
moisturizer,j*****i,5,positive,"{'Effectiveness': 'good', 'Skin Suitability': 'good'}",Second time bought this…but a little bit sticky…,second time bought this but a little bit sticky,little bit sticky,"['little', 'bit', 'sticky']"
moisturizer,akmllhfz,5,positive,"{'Skin Suitability': 'i been using it for year', 'Absorption': 'good  it suits me better especially the pink for the dark spot, but this time just wanna try the blue one'}","it suits me better especially the pink for the dark spot, but this time just wanna try the blue one",it suits me better especially the pink for the dark spot but this time just wanna try the blue one,suit better especially pink dark spot wan try blue,"['suit', 'better', 'especially', 'pink', 'dark', 'spot', 'wan', 'try', 'blue']"
moisturizer,j*****8,5,positive,{},Very satisfied.  The quality is also very good.  Can buy with confidence.  Value for money. 👍👍👍👍👍谢谢卖家！很满意品质很好！有需要会再回购！,very satisfied the quality is also very good can buy with confidence value for money,satisfied quality good confidence value money,"['satisfied', 'quality', 'good', 'confidence', 'value', 'money']"
moisturizer,e*****6,5,positive,"{'Absorption': 'good', 'Skin Suitability': 'good'}","Repeat order. Good packaging! Best moisture ni, very light weight. Dan tak melekit pun. Good for my skin too! Dapat harga murah. Thanks seller & shoppee!",repeat order best moisture ni very light weight dan tak melekit pun good for my skin too dapat harga murah thanks seller shoppee,repeat best moisture light weight dan tak melekit pun good skin dapat harga murah thanks shoppee,"['repeat', 'best', 'moisture', 'light', 'weight', 'dan', 'tak', 'melekit', 'pun', 'good', 'skin', 'dapat', 'harga', 'murah', 'thanks', 'shoppee']"
moisturizer,liling12345,5,positive,{},am very satisfied with the item. The service attitude is very good. The item is not damaged. Thank you very much.,am very satisfied with the item the service attitude is very good the item is not damaged thank you very much,satisfied service attitude good damaged,"['satisfied', 'service', 'attitude', 'good', 'damaged']"
moisturizer,s*****s,5,positive,{},Items received perfectly  Very fast service and delivery by seller  Highly recommended 👍👍👍👍👍,items received perfectly very fast service and delivery by seller highly recommended,item perfectly fast service highly recommended,"['item', 'perfectly', 'fast', 'service', 'highly', 'recommended']"
moisturizer,sabellabyani,5,positive,{},So far so good and suit my skin well. This one is my third purchase for this moisturizer. Very light and easy to absorb. Got it at cheaper price during live session.,so far so good and suit my skin well this one is my third purchase for this moisturizer very light and easy to absorb got it at cheaper price during live session,far good suit skin well third moisturizer light easy absorb cheaper live session,"['far', 'good', 'suit', 'skin', 'well', 'third', 'moisturizer', 'light', 'easy', 'absorb', 'cheaper', 'live', 'session']"
moisturizer,anisalimuddin,5,positive,"{'Absorption': 'good', 'Skin Suitability': 'good'}","Fast delivery, purchased when sale so tht got cheaper prices. Before this i buy the small one, now the big one !",purchased when sale so tht got cheaper prices before this i buy the small one now the big one,purchased sale tht cheaper price small big,"['purchased', 'sale', 'tht', 'cheaper', 'price', 'small', 'big']"
moisturizer,m*****4,5,positive,"{'Absorption': 'great', 'Skin suitability': 'combination skin'}","I have used the brightening moisturiser of skintific before and the effect is good, now try this barrier repair one",i have used the brightening moisturiser of skintific before and the effect is good now try this barrier repair one,brightening moisturiser effect good try barrier repair,"['brightening', 'moisturiser', 'effect', 'good', 'try', 'barrier', 'repair']"
moisturizer,g*****j,5,positive,{},Goods received Good product Recommend to try it,goods received good product recommend to try it,good good recommend try,"['good', 'good', 'recommend', 'try']"
moisturizer,l*****e,5,positive,"{'Skin Suitability': 'good', 'Effectiveness': 'good'}","Light weight and moisturising, suitable for oily skin  thank you",light weight and moisturising suitable for oily skin thank you,light weight moisturising suitable oily skin,"['light', 'weight', 'moisturising', 'suitable', 'oily', 'skin']"
moisturizer,r*****h,5,positive,"{'Skin Suitability': 'oily / combination', 'Absorption': 'easy to absorb  idk this one tub ke berapa but so so good pls buy n the delivery pun laju gells so recommend yalls'}",idk this one tub ke berapa but so so good pls buy n the delivery pun laju gells so recommend yalls,idk this one tub ke berapa but so so good pls buy n the delivery pun laju gells so recommend yalls,idk tub berapa good pls pun laju gells recommend yalls,"['idk', 'tub', 'berapa', 'good', 'pls', 'pun', 'laju', 'gells', 'recommend', 'yalls']"
moisturizer,g*****a,5,positive,{},"Cream is a good price has good ingredients but very light cream and have citrus, it dries very quickly might not be suitable for dry skin if u need deep moisturiser.",cream is a good price has good ingredients but very light cream and have citrus it dries very quickly might not be suitable for dry skin if u need deep moisturiser,cream good good ingredient light cream citrus dry quickly might suitable dry skin need deep moisturiser,"['cream', 'good', 'good', 'ingredient', 'light', 'cream', 'citrus', 'dry', 'quickly', 'might', 'suitable', 'dry', 'skin', 'need', 'deep', 'moisturiser']"
moisturizer,s*****r,5,positive,{},Suit my skin. Doesn't leave sticky feeling. Got it on 9.9. Value for money. Good seller. Packed safely and fast delivery 👍,suit my skin doesn t leave sticky feeling got it on value for money good seller packed safely and,suit skin leave sticky feeling value money good packed safely,"['suit', 'skin', 'leave', 'sticky', 'feeling', 'value', 'money', 'good', 'packed', 'safely']"
moisturizer,p*****a,5,positive,"{'Skin Suitability': 'oily', 'Absorption': 'fast  not try yet , hoping it works on my oily,sensitive and acne prone skin..tysm seller, received in a good condition'}","not try yet , hoping it works on my oily,sensitive and acne prone skin..tysm seller, received in a good condition",not try yet hoping it works on my oily sensitive and acne prone skin tysm seller received in a good condition,try yet hoping work oily sensitive acne prone skin tysm good condition,"['try', 'yet', 'hoping', 'work', 'oily', 'sensitive', 'acne', 'prone', 'skin', 'tysm', 'good', 'condition']"
moisturizer,okudamiita123,5,positive,"{'Absorption': 'good', 'Skin Suitability': 'good'}","This moisturizer suits me really well, I’ve used it several times already and never had any issues. It makes my skin more hydrated and works great after using a face mask too.",this moisturizer suits me really well i ve used it several times already and never had any issues it makes my skin more hydrated and works great after using a face mask too,moisturizer suit well several time already never issue make skin hydrated work great face mask,"['moisturizer', 'suit', 'well', 'several', 'time', 'already', 'never', 'issue', 'make', 'skin', 'hydrated', 'work', 'great', 'face', 'mask']"
moisturizer,7*****6,5,positive,"{'Skin Suitability': 'good', 'Absorption': 'good'}",Good product quality  good value for money  fast delivery  thank you seller,good product quality good value for money,good quality good value money,"['good', 'quality', 'good', 'value', 'money']"
moisturizer,n*****2,5,positive,"{'Absorption': 'fast', 'Skin Suitability': 'good'}","Purchased with cheaper price during 11.11, buy 1 & get 4 items. Expiry date 2029.",purchased with cheaper price during buy get items expiry date,purchased cheaper item expiry date,"['purchased', 'cheaper', 'item', 'expiry', 'date']"
moisturizer,l*****i,5,positive,{},fast dilivery  paper quality is good and price is cheaper than shopping,fast dilivery paper quality is good and price is cheaper than shopping,fast dilivery paper quality good cheaper shopping,"['fast', 'dilivery', 'paper', 'quality', 'good', 'cheaper', 'shopping']"
moisturizer,l*****n,5,positive,{},"Item in good condition, good packaging, worth the price, best service and fast delivery. Thank you seller!",item in good condition worth the price best service and,good condition worth best service,"['good', 'condition', 'worth', 'best', 'service']"
moisturizer,e*****4,5,positive,{},Fast delivery and good packaging! Affordable price especially its large volumes,and affordable price especially its large volumes,affordable especially large volume,"['affordable', 'especially', 'large', 'volume']"
moisturizer,yunfung92,5,positive,{},"Suitable for oily skin, calm down redness skin, fast delivery and thank you so much.🤗🥰🫰",suitable for oily skin calm down redness skin and thank you so much,suitable oily skin calm redness skin,"['suitable', 'oily', 'skin', 'calm', 'redness', 'skin']"
moisturizer,m*****a,5,positive,"{'Absorption': 'very good', 'Skin Suitability': 'yes for combination and dry skin'}","Very good absorption, leaving my skin feels soft and moist. Also items were carefully wrapped  and fast service  Thanks 😊",very good absorption leaving my skin feels soft and moist also items were carefully wrapped and fast service thanks,good absorption leaving skin feel soft moist item carefully wrapped fast service thanks,"['good', 'absorption', 'leaving', 'skin', 'feel', 'soft', 'moist', 'item', 'carefully', 'wrapped', 'fast', 'service', 'thanks']"
moisturizer,v*****8,5,positive,{},"Fast delivery and well-packaged. Item arrived in perfect condition. Thank you, seller! Very satisfied with the service and product.",and well packaged item thank you seller very satisfied with the service and product,well packaged satisfied service,"['well', 'packaged', 'satisfied', 'service']"
moisturizer,e*****1,5,positive,{},"Skin Suitability:Suits on my oily skin, looks more glowing after applied it.",skin suitability suits on my oily skin looks more glowing after applied it,skin suitability suit oily skin look glowing applied,"['skin', 'suitability', 'suit', 'oily', 'skin', 'look', 'glowing', 'applied']"
moisturizer,s*****2,5,positive,"{'Absorption': 'fast', 'Skin Suitability': 'ngam'}",Ok harga sangat2 murah compared with on shelves di watson or guardian. Which i can get 3 via online however make sure u buy from the authentic store. Tq,ok harga sangat murah compared with on shelves di watson or guardian which i can get via online however make sure u buy from the authentic store tq,harga sangat murah compared shelf watson guardian via online however make sure authentic store,"['harga', 'sangat', 'murah', 'compared', 'shelf', 'watson', 'guardian', 'via', 'online', 'however', 'make', 'sure', 'authentic', 'store']"
moisturizer,ethanong905,5,positive,"{'Absorption': 'good', 'Skin Suitability': 'good'}",Item received in next day! First time try this moisturiser and thank you seller for fast delivery item!,in next day first time try this moisturiser and for item,next day try moisturiser,"['next', 'day', 'try', 'moisturiser']"
moisturizer,l*****8,5,positive,"{'Skin Suitability': 'suitable for acne skin', 'Absorption': 'very moisture and fast absorb'}",Repeat order this moisturiser and serum! Best best ! Very suitable for my skin! Thank you Skintific got offer on shopee so I can save alot 🤩,repeat order this moisturiser and serum best best very suitable for my skin thank you skintific got offer on shopee so i can save alot,repeat moisturiser serum best best suitable skin offer save alot,"['repeat', 'moisturiser', 'serum', 'best', 'best', 'suitable', 'skin', 'offer', 'save', 'alot']"
moisturizer,ameens123,5,positive,{},"I cant feel any difference on my skin whether it is mosturised or not. But i can see a bit of improvement where there’s less flaky dry skin on my body till now. Im just utterly disappointed with shipping as the box looks quite crumpled/dented at every edges of the unit box. Luckily it doesn’t affect the product 😔😔 Seller is good but the delivery/sorting team really done their job very poor especially in handling their customer’s item with care 🫩 Hope u can improve on this since u feel the same way if this is ur product. Anyway, hope i can help to improve my skin day by day",i cant feel any difference on my skin whether it is mosturised or not but i can see a bit of improvement where there s less flaky dry skin on my body till now im just utterly disappointed with shipping as the box looks quite crumpled dented at every edges of the unit box luckily it doesn t affect the product seller is good but the delivery sorting team really done their job very poor especially in handling their customer s item with care hope u can improve on this since u feel the same way if this is ur product anyway hope i can help to improve my skin day by day,cant feel difference skin whether mosturised see bit improvement less flaky dry skin body till utterly disappointed shipping box look quite crumpled dented every edge unit box luckily affect good sorting team done job poor especially handling customer care hope improve since feel way anyway hope help improve skin day day,"['cant', 'feel', 'difference', 'skin', 'whether', 'mosturised', 'see', 'bit', 'improvement', 'less', 'flaky', 'dry', 'skin', 'body', 'till', 'utterly', 'disappointed', 'shipping', 'box', 'look', 'quite', 'crumpled', 'dented', 'every', 'edge', 'unit', 'box', 'luckily', 'affect', 'good', 'sorting', 'team', 'done', 'job', 'poor', 'especially', 'handling', 'customer', 'care', 'hope', 'improve', 'since', 'feel', 'way', 'anyway', 'hope', 'help', 'improve', 'skin', 'day', 'day']"
moisturizer,l*****c,5,positive,{},My OG moisturiser. Always the best for my skin. Also buy here got affordable price,my og moisturiser always the best for my skin also buy here got affordable price,moisturiser always best skin affordable,"['moisturiser', 'always', 'best', 'skin', 'affordable']"
